start_point,end_point,length
147438,148106,105
147439,147465,3
147439,147785,147
147440,2648633,12
147442,147136,40
147443,2648634,9
147445,149223,266
147445,147565,63
147446,146981,14
147228,147757,51
147454,2648637,21
147455,2648638,40
147456,148865,187
147456,147517,45
147442,148347,126
147460,147224,17
146784,148158,187
147463,147911,77
147463,147625,66
147464,147465,28
147464,147987,101
147465,147918,61
147393,148207,105
147466,147393,49
147470,147721,80
147460,147470,12
147473,147284,170
147474,2648641,10
147475,146879,65
147342,2648642,59
147476,147342,24
147477,146478,84
147478,147474,10
147479,148641,160
147483,148257,231
147483,147845,69
147484,147280,17
147280,147566,28
147485,147259,74
147491,147339,69
147492,147410,50
147410,148070,77
147498,147306,49
147337,2648648,74
146968,2648649,147
147504,147443,7
147443,147749,57
145989,147437,67
147437,2648652,34
147377,147749,39
147509,147377,82
147510,147189,142
147511,147189,122
147330,147591,104
147513,147330,41
147475,2648653,64
147372,2648655,91
147515,147372,172
147517,2648656,46
147517,147415,25
147199,147988,61
147199,147960,122
147422,147199,185
147198,2648658,56
147523,147539,24
147525,147953,55
147491,147525,129
147466,147921,51
147526,147466,84
147476,147851,49
147527,145989,23
147360,147360,99
147321,147196,22
147531,147125,363
147125,147928,57
147223,148040,105
147532,147292,61
147292,2648660,51
147534,147460,67
147537,147538,34
147538,147210,60
147539,148223,87
147236,148003,65
147543,148408,146
147544,147543,94
147548,147415,44
147549,147260,62
147531,146968,77
147327,147600,6
147551,147282,32
147282,147575,58
147557,147272,135
147272,2648667,32
147558,147086,88
147086,147559,11
147559,148579,143
147560,146832,502
147562,147601,37
147565,149176,268
147565,147605,17
147566,147484,18
146247,147628,72
146247,2648668,38
147570,147727,29
147570,147727,47
147573,146219,30
147574,147575,150
147575,145339,58
147576,147577,51
147577,147577,279
147578,146741,79
147579,147580,303
147580,149760,314
147581,147639,35
147582,147581,77
147583,2648669,22
147583,2648670,129
147585,147651,69
147326,147414,44
147587,147414,32
147589,2648673,44
147591,148347,331
147592,147591,209
147196,147650,25
147597,147794,68
147597,147383,47
147598,147718,85
146940,147844,37
147357,2648675,118
147599,148235,82
147599,147689,39
147600,147691,31
147600,147634,8
147233,148102,65
147601,147006,121
147424,148391,106
147603,2648677,125
147605,147702,52
147606,147420,61
147607,147420,84
147608,147972,45
147609,147608,63
147610,145339,149
147611,2648678,10
147613,147162,78
147614,147697,64
147215,2648683,188
147618,147215,172
147622,148401,119
147622,150404,385
147625,147626,60
147626,2648686,74
147237,2648687,58
146759,147237,35
147627,147609,90
147399,2648688,44
147628,147399,5
147629,145899,316
145899,148148,67
147633,147326,42
147634,148864,171
147635,2648689,57
147638,2648691,59
147638,2648692,65
147639,2648693,17
147639,2648694,79
147640,147666,24
147640,147711,43
147611,2648695,61
147526,147919,36
147641,147526,47
147642,2648696,49
147643,147034,99
147646,148217,102
147434,148696,167
147648,147434,66
147649,148031,59
147650,147648,13
147650,147801,30
147651,148450,113
147421,147607,63
147653,147421,86
147654,147260,69
147656,2648697,11
147657,147566,73
147628,2648698,14
147664,147665,65
147665,147665,89
147666,147210,64
147667,147611,57
147668,147680,32
147527,147668,78
147648,2648700,252
147670,147763,16
147671,147341,51
147341,147851,73
147627,148697,132
147674,146298,31
147656,148349,89
147675,147656,11
147678,147532,57
147679,148031,46
147679,148673,200
147680,147690,33
147681,147680,88
147688,147348,12
147511,149797,334
147511,147664,111
147689,147785,54
147690,147696,71
147690,148665,126
147691,2648704,43
147491,147954,57
147693,148346,137
147693,147888,40
147694,147527,51
147695,147696,85
147696,148646,123
147697,147558,61
147558,148254,70
147698,147740,34
147699,147751,7
147700,2648706,37
147702,147838,36
147702,147864,61
147641,147919,74
147703,147641,39
147705,2648707,135
147708,2648710,20
147709,146430,119
147711,148176,58
147712,147343,143
147343,147914,60
147700,148081,46
147716,2648511,15
147717,2648511,17
147718,147407,83
147718,2648713,47
147719,147422,60
147720,147281,100
147721,147958,181
147721,148026,57
147722,147753,34
147725,147726,50
147726,147725,24
147727,147513,23
147729,147671,115
147734,147388,111
147735,147070,105
147736,147070,33
147737,147989,31
147737,147904,68
147738,147006,45
147739,2648714,14
147740,149689,278
147746,147938,28
147746,147425,57
147688,147951,26
147747,147688,27
147688,148052,47
147749,2648715,26
147750,147799,14
147750,147276,82
147425,148366,77
147751,2648716,6
147751,148048,135
147752,2648717,160
147666,2648718,52
147705,148400,96
147753,2648719,13
147753,148117,46
147755,147703,38
147739,148643,145
147739,2648720,44
147603,2648721,38
147757,148225,93
147758,146776,41
147044,146776,50
147760,2648724,19
147761,146854,42
147763,148185,65
147763,148548,153
147238,147736,93
147764,147485,147
147765,147485,53
147766,147353,54
147767,147353,178
147768,147695,34
147695,2648725,50
147769,148314,62
147770,148496,118
147770,147642,72
147775,147513,107
147779,147625,15
147697,146659,71
147784,147785,83
147785,147918,77
147768,147800,30
147768,148843,135
147786,147551,116
147551,147769,99
147348,147747,17
147348,147635,37
147791,2648728,11
147793,148425,86
147793,147925,44
147794,148868,162
147795,147794,82
147796,147390,95
147390,147811,10
147797,150005,305
147798,147573,8
147573,2648729,45
147755,148228,52
147799,147755,41
147800,146742,122
147800,2648730,26
147769,147809,81
147801,2648731,25
147801,147985,35
147804,147044,113
147809,147812,17
147811,147796,92
147811,148190,79
147691,149025,227
147812,147839,61
147812,148685,111
147814,2648736,245
147815,147475,61
147817,147791,10
147818,147791,50
147820,147708,33
147708,147589,15
147821,148642,119
147822,147419,52
147823,147822,108
147824,147822,106
147825,2648739,19
147831,147825,17
147833,147876,17
147837,147606,97
147606,148471,112
147838,2648742,50
147839,147861,31
147839,2648743,84
147840,148569,95
147840,148171,85
147843,147613,78
147383,147887,9
147844,148480,124
147845,147845,178
147846,146759,16
147847,147825,296
147848,147904,54
147851,147912,8
147852,147498,28
147498,2648745,68
147271,148920,140
147856,147271,66
147860,147799,80
146742,147947,76
147861,147674,38
147861,148140,35
147725,148732,146
147864,149622,267
147864,147477,69
147865,147798,42
147844,2648748,70
147276,147860,12
147867,148249,64
147870,147509,41
147871,148359,77
147871,148390,85
147872,146525,45
146525,148211,41
147873,146950,121
146950,149119,170
147876,2648750,22
147877,147876,87
147878,147548,85
147548,148141,191
147823,149094,188
147883,147823,131
147884,2648753,33
147887,147795,70
147887,147815,52
147888,2648756,65
147888,148057,47
147890,148402,100
147891,148069,51
147894,2648759,21
147896,2648760,76
147897,150503,375
147898,147779,50
147894,147779,65
147003,148279,92
147899,147003,33
147578,147238,207
147903,2648762,52
147904,148137,30
147589,148080,33
147473,147603,23
147907,2648763,46
147911,148390,77
147911,148274,83
147912,148275,49
147912,148051,95
147913,147747,25
147914,147915,98
147915,148239,50
147917,2648766,78
147918,148559,85
147919,148071,20
147920,147919,40
147921,147920,40
147922,147920,24
147921,148281,56
147923,148934,152
147925,148355,54
147926,148177,34
147925,147510,117
147927,147928,9
147928,148036,13
147932,148486,92
147933,147932,61
147934,147883,62
147934,147883,43
147935,148481,84
147935,148369,81
147936,147674,28
147937,147856,154
147761,147856,73
147938,147760,54
147760,2648768,13
147940,2648770,198
147943,147934,21
147943,148262,44
147944,147642,94
147947,2648771,98
147947,148497,101
147948,2648772,60
147747,147635,23
147951,147747,9
147953,148454,72
147953,148057,191
147954,147953,111
147532,2648773,66
147955,2648774,36
147957,148058,155
147958,147957,13
147959,147957,71
147960,148340,48
147960,147988,27
147951,148116,20
147951,148052,31
147963,2648775,12
147633,147891,35
147965,147633,61
147972,149161,182
147972,2648777,100
147975,2648780,57
147938,148214,39
147576,2648782,112
147977,147576,31
147838,149481,233
147981,2648784,41
147983,147846,33
147984,147846,148
147985,2648787,256
147985,147820,14
147986,147758,182
147987,147987,80
147988,147884,85
147981,148342,90
147989,147981,35
147994,148186,26
147995,147473,123
147997,147860,16
147989,148164,23
148001,148806,107
148002,2648791,73
148003,148474,65
148003,2648792,238
146673,145195,40
148011,148078,29
147891,148069,162
146876,147653,125
148016,147927,45
147927,148036,9
148017,2648797,77
148020,147997,41
148021,147997,30
148022,147294,73
148023,147294,320
148025,148029,10
148026,2648800,69
148028,148029,53
148029,147667,67
147961,149823,255
148030,147961,46
148031,148318,42
148035,148175,59
147852,2648802,32
148036,147977,114
148036,148016,39
148038,147913,11
148040,148235,60
147322,148042,16
148041,2648806,12
148042,148042,73
148043,148670,84
148044,148043,233
148043,148070,86
147407,2648808,45
147557,146876,176
148047,147557,121
147761,149150,153
147820,148291,47
148048,2648810,44
148049,148021,283
147758,148021,36
148050,148051,95
148051,148137,135
148052,148116,35
148052,148217,24
148053,147712,169
147712,148428,48
148054,2648811,97
148055,2648812,24
148057,148454,105
148058,148081,13
148059,148058,86
147963,147694,73
148061,147963,14
148064,147894,7
147884,147719,103
148068,148356,37
148069,148124,54
148070,148669,82
148071,2648814,13
147671,147903,42
147635,148356,130
147913,147635,20
148074,2648817,66
148075,148325,95
148075,2648818,11
147836,148322,35
148077,147836,158
148078,2648819,32
147419,148224,98
147607,148471,60
148080,148291,33
148081,148391,102
147907,148305,34
147907,148144,38
148071,147922,35
148030,149846,250
148084,148030,47
148085,147654,61
147544,148189,52
148089,147544,254
148090,147752,97
148091,147694,66
147896,148273,21
147766,2648820,50
148094,147843,78
147954,148802,105
148095,147758,44
148096,147643,37
147720,147643,76
148097,148739,84
148097,148134,38
148100,147873,225
147873,2648821,117
148102,148768,89
148103,148102,192
147477,149843,268
147477,148158,16
148105,2648822,66
148106,148462,81
148106,148870,141
148107,147322,22
148108,146673,56
148109,147914,117
147870,148808,110
148114,147870,142
147899,148404,68
147667,147262,67
147922,2648824,16
148116,148038,15
148117,147818,59
148118,148117,33
148026,148485,61
148120,147357,21
148124,148124,105
148124,148627,73
148131,2648827,16
147933,147933,50
148134,2648832,82
148134,148096,207
148135,147193,26
147193,148196,15
148137,148145,21
148140,2648833,59
148140,148376,28
147392,148084,47
148141,149013,167
148141,147274,56
148142,2648834,246
147664,148477,116
148143,148144,62
148144,148233,37
148145,148473,69
148145,148164,30
148146,145837,161
145837,148055,252
148147,148148,136
148148,148147,130
148154,147719,45
148158,148367,54
148047,147531,364
148159,148186,38
148163,2648837,65
148164,148342,21
148167,2648838,5
148171,148201,54
148171,148201,9
148175,148078,30
148176,148258,47
148176,147381,20
147370,146929,58
146929,148299,153
148177,148316,17
148178,148315,45
148178,148453,43
148185,148261,10
147815,149210,212
148120,147977,66
147903,148275,22
147378,147370,32
148186,148623,165
148186,148373,21
148187,147654,34
148041,2648842,14
148189,148041,34
148190,148308,45
148190,148308,35
148193,147578,109
148194,147578,191
148195,148196,49
148196,148195,34
148200,2648843,37
148201,2648844,49
148202,148135,23
148135,148211,24
147256,147255,181
148203,147256,344
148204,2648845,12
147865,148028,122
148205,147865,53
148206,147392,115
148207,147392,46
148208,147378,183
148209,147378,36
147872,148211,7
148211,148202,10
148212,147766,61
147766,148131,40
148214,148167,61
148167,2648847,19
147837,148514,105
148215,147837,96
148216,147262,58
148217,148496,46
148221,147872,12
147986,148223,26
148223,147986,26
148224,2648849,97
148225,147995,26
148226,148225,47
148227,148227,68
147983,148227,56
148228,148280,58
148228,148436,30
147955,148371,113
148229,147955,99
148230,147818,29
148232,148108,13
148108,2648851,133
148233,2648852,69
148233,148259,31
148234,147657,17
148234,147657,19
148235,148247,3
148237,148204,78
148238,148038,273
147560,148239,31
148239,148415,30
148244,2648854,111
148246,147983,63
148247,148476,50
148247,147784,84
148055,148251,16
148114,148249,113
148249,2648855,62
147872,148426,43
148251,148818,101
148252,148251,33
148253,148254,92
148254,2648856,17
148257,148413,22
148257,148394,24
148258,148747,172
148259,148258,20
148260,148372,36
148261,148668,73
148261,148986,166
148262,149221,159
148262,148462,61
148209,149499,183
148263,148209,52
148020,2648858,61
148267,149038,155
148268,148120,89
148269,148232,72
148270,148335,9
148259,2648859,26
148131,2648860,18
148273,148361,13
148273,148346,13
148274,147898,13
147898,2648861,102
148107,148910,126
148279,148107,112
148280,2648865,9
148280,148784,69
148207,149021,127
148281,148207,68
148282,148372,11
148283,2648866,149
148284,148053,173
148285,148053,56
148291,149972,307
148291,148508,53
148292,148464,24
148214,148378,11
148294,149493,184
148297,148200,65
148297,148200,244
148299,148555,37
148300,148118,62
148301,148118,27
148302,147417,139
147417,148284,32
148268,148403,22
148304,148268,74
148305,2648872,26
148307,147274,9
148202,148221,8
148202,148337,32
148308,148853,99
148309,2648873,240
146659,2648874,12
147795,2648876,24
147381,149711,212
148314,148691,52
148314,148691,120
148315,147948,13
147948,2648879,38
148316,2648880,18
148316,148855,316
148318,148318,18
148322,148546,36
148322,2648883,54
148323,148048,16
148048,148401,17
147412,2648884,277
148324,147412,109
148054,2648780,14
148325,2648780,81
148326,2648885,43
148329,2648887,35
148330,148250,133
148331,148250,40
148195,148326,64
148334,2648888,24
148335,2648889,6
148335,148542,38
148336,148020,239
148221,148426,40
148337,148221,28
148016,149138,116
148340,148513,24
148341,148340,139
148342,148473,18
147358,148331,15
147358,148411,15
148345,2648891,48
148346,148361,4
148347,148431,12
148305,148517,25
148094,148572,83
148348,148175,77
148349,148396,9
148350,148263,12
148263,149533,173
148351,148406,33
148355,2648892,49
148355,2648893,180
148356,148103,49
148357,148274,39
148359,148709,61
148360,148359,396
148301,148465,172
148361,148505,34
148364,148054,51
148366,148378,56
148366,2648895,38
148367,150139,274
148367,148364,144
148368,148369,33
148369,148800,82
148370,148234,43
148234,148350,16
148234,148350,17
148002,148371,135
148371,149095,120
148372,148923,110
148373,2648896,59
148373,149232,165
148281,148386,4
148374,148307,175
148307,2648897,50
148375,148096,57
148376,2648898,44
148376,148549,27
148378,148613,35
148022,2648899,79
148379,2648900,42
148189,2648902,38
148226,147995,41
148382,147764,97
147764,148639,38
148386,2648904,25
148389,147510,171
148390,148606,114
148391,148556,66
148391,149443,157
148393,148394,4
148394,148413,8
148304,148393,32
148395,148304,28
148396,2648906,340
148396,148487,45
148315,148632,35
148397,2648907,10
148386,148661,39
148398,148269,91
148399,149611,184
148400,148399,120
148399,148474,72
148382,2648908,12
148401,148913,90
148402,2648909,46
148403,148690,75
148403,148448,18
148404,148279,40
147986,148693,41
147986,148570,23
148405,148400,96
148406,148493,81
148407,148406,76
148408,148348,62
148409,148408,121
148410,148074,107
148074,148962,107
148411,148331,6
